district,state,drought_risk,flood_frequency,flooded_area
mayurbhanj,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,1.104038704
mayurbhanj,"odisha, rajasthan",,1.0,1.104038704
mayurbhanj,"uttar pradesh, bihar, odisha, west bengal",,1.0,1.104038704
mayurbhanja,orissa,0.7291258761335608,0.0,0.0
medak,andhra pradesh,,8.0,0.908345993
medak,"andhra pradesh, telangana",,1.0,0.908345993
medak,"maharashtra, telangana",,1.0,0.908345993
medak,telangana,0.7238918646733505,9.0,0.908345993
medchal malkajgiri,andhra pradesh,,1.0,0.230626522
medchal malkajgiri,"maharashtra, telangana",,1.0,0.230626522
medchal malkajgiri,telangana,,2.0,0.230626522
meerut,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,3.276470073
meerut,"himachal pradesh, uttar pradesh",,1.0,3.276470073
meerut,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,3.276470073
meerut,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,3.276470073
meerut,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,3.276470073
meerut,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,3.276470073
meerut,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,3.276470073
meerut,"rajasthan, punjab, uttar pradesh",,1.0,3.276470073
meerut,uttar pradesh,0.5085568296611311,25.0,3.276470073
meerut,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,3.276470073
meerut,"uttar pradesh, bihar,  assam",,1.0,3.276470073
meerut,"uttar pradesh, bihar, odisha, west bengal",,1.0,3.276470073
meerut,"uttar pradesh, east rajasthan",,1.0,3.276470073
meerut,"uttar pradesh, west bengal, bihar",,1.0,3.276470073
mehsana,gujarat,0.5991859488360878,0.0,0.0
midnapur,west bengal,0.6416697470928118,0.0,0.0
mirpur,jammu and kashmir,,11.0,0.33730821
mirpur,"jammu and kashmir, delhi, punjab",,1.0,0.33730821
mirpur,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,0.33730821
mirzapur,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,2.685205968
mirzapur,"himachal pradesh, uttar pradesh",,1.0,2.685205968
mirzapur,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,2.685205968
mirzapur,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,2.685205968
mirzapur,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,2.685205968
mirzapur,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,2.685205968
mirzapur,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,2.685205968
mirzapur,"rajasthan, punjab, uttar pradesh",,1.0,2.685205968
mirzapur,uttar pradesh,,31.0,2.685205968
mirzapur,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,2.685205968
mirzapur,"uttar pradesh , uttarakhand",,1.0,2.685205968
mirzapur,"uttar pradesh, bihar",,1.0,2.685205968
mirzapur,"uttar pradesh, bihar,  assam",,1.0,2.685205968
mirzapur,"uttar pradesh, bihar, odisha, west bengal",,1.0,2.685205968
mirzapur,"uttar pradesh, east rajasthan",,1.0,2.685205968
mirzapur,"uttar pradesh, uttarakhand",,1.0,2.685205968
mirzapur,"uttar pradesh, west bengal, bihar",,1.0,2.685205968
mirzpur,uttar pradesh,0.7202624497144323,0.0,0.0
moga,"jammu and kashmir, delhi, punjab",,1.0,2.73145838
moga,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,2.73145838
moga,"madhya pradesh, punjab, haryana, west bengal",,1.0,2.73145838
moga,punjab,,24.0,2.73145838
moga,"rajasthan, punjab, uttar pradesh",,1.0,2.73145838
mokokchung,nagaland,,1.0,1.200974196
mon,nagaland,,1.0,2.741637225
moradabad,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,3.838687956
moradabad,"himachal pradesh, uttar pradesh",,1.0,3.838687956
moradabad,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,3.838687956
moradabad,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,3.838687956
moradabad,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,3.838687956
moradabad,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,3.838687956
moradabad,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,3.838687956
moradabad,"rajasthan, punjab, uttar pradesh",,1.0,3.838687956
moradabad,uttar pradesh,0.5780595693177027,21.0,3.838687956
moradabad,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,3.838687956
moradabad,"uttar pradesh, bihar,  assam",,1.0,3.838687956
moradabad,"uttar pradesh, bihar, odisha, west bengal",,1.0,3.838687956
moradabad,"uttar pradesh, east rajasthan",,1.0,3.838687956
moradabad,"uttar pradesh, uttarakhand",,3.0,3.838687956
moradabad,"uttar pradesh, west bengal, bihar",,1.0,3.838687956
morbi,gujarat,,24.0,0.192014618
morbi,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.192014618
morena,"andhra pradesh, madhya pradesh",,1.0,2.658013204
morena,madhya pradesh,0.5797758519635747,14.0,2.658013204
morena,"madhya pradesh, punjab, haryana, west bengal",,1.0,2.658013204
morena,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,2.658013204
morena,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,2.658013204
most of the districts,andhra pradesh,,1.0,0.0
most of the districts,gujarat,,4.0,0.0
most parts,uttar pradesh,,1.0,0.0
most upper lower subansiri,arunachal pradesh,,1.0,0.0
mudigere,karnataka,,1.0,0.0
mulugu,andhra pradesh,,1.0,2.25270259
mulugu,"maharashtra, telangana",,1.0,2.25270259
mulugu,telangana,,3.0,2.25270259
mumbai,"bihar, maharashtra",,1.0,0.001000003
mumbai,maharashtra,,170.0,0.001000003
mumbai,"maharashtra, telangana",,1.0,0.001000003
mumbai,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.001000003
mumbai (colaba),maharashtra,,1.0,0.0
mumbai suburban,"bihar, maharashtra",,1.0,0.000997242
mumbai suburban,maharashtra,,24.0,0.000997242
mumbai suburban,"maharashtra, telangana",,1.0,0.000997242
mumbai suburban,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.000997242
mungair,bihar,0.7093954763314803,0.0,0.0
mungeli,chhattisgarh,,2.0,1.835241434
munger,bihar,,37.0,13.73832054
munger,"bihar, jharkhand",,1.0,13.73832054
munger,"bihar, maharashtra",,1.0,13.73832054
munger,"bihar, odisha, west bengal, assam, andhra pradesh",,1.0,13.73832054
munger,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,13.73832054
munger,"bihar, west bengal",,1.0,13.73832054
munger,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,13.73832054
munger,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,13.73832054
munger,"odisha, bihar, assam, west bengal",,1.0,13.73832054
munger,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,13.73832054
munger,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,13.73832054
munger,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,13.73832054
munger,"uttar pradesh, bihar,  assam",,1.0,13.73832054
munger,"uttar pradesh, bihar, odisha, west bengal",,1.0,13.73832054
munger,"west bengal, bihar",,1.0,13.73832054
murshidabad,"assam, odisha, west bengal, bihar",,1.0,10.40453429
murshidabad,"bihar, odisha, west bengal, assam, andhra pradesh",,1.0,10.40453429
murshidabad,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,10.40453429
murshidabad,"bihar, west bengal",,1.0,10.40453429
murshidabad,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,10.40453429
murshidabad,"madhya pradesh, punjab, haryana, west bengal",,1.0,10.40453429
murshidabad,"odisha, bihar, assam, west bengal",,1.0,10.40453429
murshidabad,uttar pradesh,,1.0,10.40453429
murshidabad,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,10.40453429
murshidabad,"uttar pradesh, bihar, odisha, west bengal",,1.0,10.40453429
murshidabad,"uttar pradesh, west bengal, bihar",,1.0,10.40453429
murshidabad,west bengal,0.5837715857724349,34.0,10.40453429
muzaffarabad,jammu and kashmir,,11.0,0.429807163
muzaffarabad,"jammu and kashmir, delhi, punjab",,1.0,0.429807163
muzaffarabad,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,0.429807163
muzaffarnagar,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,1.48110915
muzaffarnagar,"himachal pradesh, uttar pradesh",,1.0,1.48110915
muzaffarnagar,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,1.48110915
muzaffarnagar,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,1.48110915
muzaffarnagar,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,1.48110915
muzaffarnagar,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,1.48110915
muzaffarnagar,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,1.48110915
muzaffarnagar,"rajasthan, punjab, uttar pradesh",,1.0,1.48110915
muzaffarnagar,uttar pradesh,0.5134937539587558,26.0,1.48110915
muzaffarnagar,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,1.48110915
muzaffarnagar,"uttar pradesh , uttarakhand",,1.0,1.48110915
muzaffarnagar,"uttar pradesh, bihar,  assam",,1.0,1.48110915
muzaffarnagar,"uttar pradesh, bihar, odisha, west bengal",,1.0,1.48110915
muzaffarnagar,"uttar pradesh, east rajasthan",,1.0,1.48110915
muzaffarnagar,"uttar pradesh, uttarakhand",,2.0,1.48110915
muzaffarnagar,"uttar pradesh, west bengal, bihar",,1.0,1.48110915
muzaffarpur,bihar,0.7360236069299972,46.0,11.7588689
muzaffarpur,"bihar, jharkhand",,4.0,11.7588689
muzaffarpur,"bihar, maharashtra",,1.0,11.7588689
muzaffarpur,"bihar, odisha, west bengal, assam, andhra pradesh",,1.0,11.7588689
muzaffarpur,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,11.7588689
muzaffarpur,"bihar, west bengal",,1.0,11.7588689
muzaffarpur,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,11.7588689
muzaffarpur,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,11.7588689
muzaffarpur,"odisha, bihar, assam, west bengal",,1.0,11.7588689
muzaffarpur,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,11.7588689
muzaffarpur,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,11.7588689
muzaffarpur,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,11.7588689
muzaffarpur,"uttar pradesh, bihar,  assam",,1.0,11.7588689
muzaffarpur,"uttar pradesh, bihar, odisha, west bengal",,1.0,11.7588689
muzaffarpur,"west bengal, bihar",,1.0,11.7588689
mysore,karnataka,0.7059368386039361,0.0,0.0
mysuru,karnataka,,49.0,0.377930553
mysuru,"karnataka, kerala",,1.0,0.377930553
mysuru,"kerala, karnataka",,1.0,0.377930553
nabarangpur,odisha,,3.0,0.0
nadia,"assam, odisha, west bengal, bihar",,1.0,9.926747682
nadia,"bihar, odisha, west bengal, assam, andhra pradesh",,1.0,9.926747682
nadia,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,9.926747682
nadia,"bihar, west bengal",,1.0,9.926747682
nadia,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,9.926747682
nadia,"madhya pradesh, punjab, haryana, west bengal",,1.0,9.926747682
nadia,"odisha, bihar, assam, west bengal",,1.0,9.926747682
nadia,uttar pradesh,,1.0,9.926747682
nadia,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,9.926747682
nadia,"uttar pradesh, bihar, odisha, west bengal",,1.0,9.926747682
nadia,"uttar pradesh, west bengal, bihar",,1.0,9.926747682
nadia,west bengal,0.5754424567848877,26.0,9.926747682
nagaon,assam,0.764434116296985,173.0,13.41948919
nagaon,"assam, odisha, west bengal, bihar",,1.0,13.41948919
nagaon,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,13.41948919
nagaon,"odisha, bihar, assam, west bengal",,1.0,13.41948919
nagaon,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,13.41948919
nagaon,"uttar pradesh, bihar,  assam",,1.0,13.41948919
nagapattinam,tamil nadu,,27.0,8.469795512
nagarkoil,tamil nadu,,1.0,0.0
nagarkurnool,andhra pradesh,,1.0,1.284959401
nagarkurnool,"maharashtra, telangana",,1.0,1.284959401
nagarkurnool,telangana,,1.0,1.284959401
nagaur,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,0.313542369
nagaur,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,0.313542369
nagaur,"odisha, rajasthan",,1.0,0.313542369
nagaur,rajasthan,0.8227575647114872,15.0,0.313542369
nagaur,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.313542369
nagaur,"rajasthan, punjab, uttar pradesh",,1.0,0.313542369
nagpur,"assam, odisha, west bengal, bihar",,1.0,0.398261272
nagpur,bihar,,1.0,0.398261272
nagpur,"bihar, maharashtra",,1.0,0.398261272
nagpur,"bihar, odisha, west bengal, assam, andhra pradesh",,1.0,0.398261272
nagpur,madhya pradesh,,1.0,0.398261272
nagpur,maharashtra,0.7912321493585336,152.0,0.398261272
nagpur,"maharashtra, telangana",,1.0,0.398261272
nagpur,odisha,,11.0,0.398261272
nagpur,"odisha, bihar, assam, west bengal",,1.0,0.398261272
nagpur,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,0.398261272
nagpur,"odisha, rajasthan",,1.0,0.398261272
nagpur,rajasthan,,3.0,0.398261272
nagpur,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.398261272
nagpur,"uttar pradesh, bihar, odisha, west bengal",,1.0,0.398261272
nainital,himachal pradesh,,1.0,0.749324062
nainital,uttar pradesh,,4.0,0.749324062
nainital,"uttar pradesh, uttarakhand",,5.0,0.749324062
nainital,uttarakhand,0.4924309321571682,8.0,0.749324062
nalanda,bihar,,31.0,17.24872994
nalanda,"bihar, maharashtra",,1.0,17.24872994
nalanda,"bihar, odisha, west bengal, assam, andhra pradesh",,1.0,17.24872994
nalanda,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,17.24872994
nalanda,"bihar, west bengal",,1.0,17.24872994
nalanda,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,17.24872994
nalanda,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,17.24872994
nalanda,"odisha, bihar, assam, west bengal",,1.0,17.24872994
nalanda,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,17.24872994
nalanda,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,17.24872994
nalanda,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,17.24872994
nalanda,"uttar pradesh, bihar,  assam",,1.0,17.24872994
nalanda,"uttar pradesh, bihar, odisha, west bengal",,1.0,17.24872994
nalanda,"west bengal, bihar",,1.0,17.24872994
nalbari,assam,,131.0,6.588557735
nalbari,"assam, odisha, west bengal, bihar",,1.0,6.588557735
nalbari,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,6.588557735
nalbari,"odisha, bihar, assam, west bengal",,1.0,6.588557735
nalbari,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,6.588557735
nalbari,"uttar pradesh, bihar,  assam",,1.0,6.588557735
nalgonda,andhra pradesh,,12.0,0.010832661
nalgonda,"andhra pradesh, telangana",,1.0,0.010832661
nalgonda,"maharashtra, telangana",,1.0,0.010832661
nalgonda,telangana,0.7507249048280122,6.0,0.010832661
namakkal,tamil nadu,,13.0,0.389540051
namchi,sikkim,,18.0,0.0
namsai,arunachal pradesh,,17.0,3.783292115
namsai,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,3.783292115
nanded,"bihar, maharashtra",,1.0,1.150372003
nanded,maharashtra,0.84032206729793,63.0,1.150372003
nanded,"maharashtra, telangana",,1.0,1.150372003
nanded,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,1.150372003
nandurbar,"bihar, maharashtra",,1.0,0.830013135
nandurbar,maharashtra,,19.0,0.830013135
nandurbar,"maharashtra, telangana",,1.0,0.830013135
nandurbar,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.830013135
narayanpet,andhra pradesh,,1.0,0.76899113
narayanpet,"maharashtra, telangana",,1.0,0.76899113
narayanpet,telangana,,5.0,0.76899113
narayanpur,chhattisgarh,,2.0,0.572471381
narmada,gujarat,,24.0,3.114996648
narmada,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,3.114996648
narmadapuram,"andhra pradesh, madhya pradesh",,1.0,0.0
narmadapuram,madhya pradesh,,19.0,0.0
narmadapuram,"madhya pradesh,  chhattisgarh",,4.0,0.0
narmadapuram,"madhya pradesh, punjab, haryana, west bengal",,1.0,0.0
narmadapuram,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,0.0
narmadapuram,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.0
narsimhapur,"andhra pradesh, madhya pradesh",,1.0,1.976709412
narsimhapur,madhya pradesh,,9.0,1.976709412
narsimhapur,"madhya pradesh, punjab, haryana, west bengal",,1.0,1.976709412
narsimhapur,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,1.976709412
narsimhapur,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,1.976709412
narsinghpur,madhya pradesh,0.6653778186728081,0.0,0.0
nashik,"bihar, maharashtra",,1.0,0.009474396
nashik,maharashtra,,83.0,0.009474396
nashik,"maharashtra, telangana",,1.0,0.009474396
nashik,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.009474396
nasik,maharashtra,0.7789588637921988,0.0,0.0
navsari,gujarat,,29.0,2.26353903
navsari,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,2.26353903
nawada,bihar,,25.0,1.761243108
nawada,"bihar, maharashtra",,1.0,1.761243108
nawada,"bihar, odisha, west bengal, assam, andhra pradesh",,1.0,1.761243108
nawada,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,1.761243108
nawada,"bihar, west bengal",,1.0,1.761243108
nawada,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,1.761243108
nawada,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,1.761243108
nawada,"odisha, bihar, assam, west bengal",,1.0,1.761243108
nawada,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,1.761243108
nawada,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,1.761243108
nawada,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,1.761243108
nawada,"uttar pradesh, bihar,  assam",,1.0,1.761243108
nawada,"uttar pradesh, bihar, odisha, west bengal",,1.0,1.761243108
nawada,"west bengal, bihar",,1.0,1.761243108
nayagarh,"assam, odisha, west bengal, bihar",,1.0,4.447805894
nayagarh,"bihar, odisha, west bengal, assam, andhra pradesh",,1.0,4.447805894
nayagarh,madhya pradesh,,1.0,4.447805894
nayagarh,odisha,,19.0,4.447805894
nayagarh,"odisha, bihar, assam, west bengal",,1.0,4.447805894
nayagarh,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,4.447805894
nayagarh,"odisha, rajasthan",,1.0,4.447805894
nayagarh,"uttar pradesh, bihar, odisha, west bengal",,1.0,4.447805894
neemuch,"andhra pradesh, madhya pradesh",,1.0,0.047005244
neemuch,madhya pradesh,,6.0,0.047005244
neemuch,"madhya pradesh,  chhattisgarh",,2.0,0.047005244
neemuch,"madhya pradesh, punjab, haryana, west bengal",,1.0,0.047005244
neemuch,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,0.047005244
neemuch,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.047005244
neighborhood,chhattisgarh,,1.0,0.0
neighbourhood,west bengal,,2.0,0.0
new delhi,delhi,,11.0,0.014199219
new delhi,new delhi,,1.0,0.014199219
new new delhi,delhi,,25.0,0.0
new new delhi,"jammu and kashmir, delhi, punjab",,1.0,0.0
nirmal,andhra pradesh,,1.0,1.150118153
nirmal,"maharashtra, telangana",,1.0,1.150118153
nirmal,telangana,,1.0,1.150118153
niwari,"andhra pradesh, madhya pradesh",,1.0,2.138521976
niwari,madhya pradesh,,4.0,2.138521976
niwari,"madhya pradesh, punjab, haryana, west bengal",,1.0,2.138521976
niwari,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,2.138521976
niwari,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,2.138521976
nizamabad,andhra pradesh,,11.0,0.044851377
nizamabad,"maharashtra, telangana",,1.0,0.044851377
nizamabad,telangana,0.6766951351208879,16.0,0.044851377
noney,manipur,,5.0,2.67719437
north,delhi,,17.0,1.725427554
north,"jammu and kashmir, delhi, punjab",,1.0,1.725427554
north,west bengal,,1.0,1.725427554
north 24 parganas,"assam, odisha, west bengal, bihar",,1.0,0.0
north 24 parganas,"bihar, odisha, west bengal, assam, andhra pradesh",,1.0,0.0
