district,state,drought_risk,flood_frequency,flooded_area
saharsa,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,8.19729709
saharsa,"bihar, west bengal",,1.0,8.19729709
saharsa,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,8.19729709
saharsa,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,8.19729709
saharsa,"odisha, bihar, assam, west bengal",,1.0,8.19729709
saharsa,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,8.19729709
saharsa,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,8.19729709
saharsa,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,8.19729709
saharsa,"uttar pradesh, bihar,  assam",,1.0,8.19729709
saharsa,"uttar pradesh, bihar, odisha, west bengal",,1.0,8.19729709
saharsa,"west bengal, bihar",,1.0,8.19729709
sahebganj,bihar,,2.0,0.0
sahebganj,"bihar, jharkhand",,1.0,0.0
sahebganj,jharkhand,,3.0,0.0
salem,tamil nadu,0.6864523081965648,16.0,0.70281148
samastipur,bihar,,43.0,14.37494456
samastipur,"bihar, jharkhand",,1.0,14.37494456
samastipur,"bihar, maharashtra",,1.0,14.37494456
samastipur,"bihar, odisha, west bengal, assam, andhra pradesh",,1.0,14.37494456
samastipur,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,14.37494456
samastipur,"bihar, west bengal",,1.0,14.37494456
samastipur,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,14.37494456
samastipur,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,14.37494456
samastipur,"odisha, bihar, assam, west bengal",,1.0,14.37494456
samastipur,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,14.37494456
samastipur,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,14.37494456
samastipur,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,14.37494456
samastipur,"uttar pradesh, bihar,  assam",,1.0,14.37494456
samastipur,"uttar pradesh, bihar, odisha, west bengal",,1.0,14.37494456
samastipur,"west bengal, bihar",,1.0,14.37494456
samba,jammu & kashmir,,2.0,0.63000495
samba,jammu and kashmir,,13.0,0.63000495
samba,"jammu and kashmir, delhi, punjab",,1.0,0.63000495
samba,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,0.63000495
sambalpur,"assam, odisha, west bengal, bihar",,1.0,0.653957274
sambalpur,"bihar, odisha, west bengal, assam, andhra pradesh",,1.0,0.653957274
sambalpur,madhya pradesh,,1.0,0.653957274
sambalpur,odisha,,29.0,0.653957274
sambalpur,"odisha, bihar, assam, west bengal",,1.0,0.653957274
sambalpur,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,0.653957274
sambalpur,"odisha, rajasthan",,1.0,0.653957274
sambalpur,orissa,0.7101011649655957,0.0,0.653957274
sambalpur,"uttar pradesh, bihar, odisha, west bengal",,1.0,0.653957274
sambhal,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,2.00812794
sambhal,"himachal pradesh, uttar pradesh",,1.0,2.00812794
sambhal,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,2.00812794
sambhal,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,2.00812794
sambhal,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,2.00812794
sambhal,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,2.00812794
sambhal,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,2.00812794
sambhal,"rajasthan, punjab, uttar pradesh",,1.0,2.00812794
sambhal,uttar pradesh,,16.0,2.00812794
sambhal,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,2.00812794
sambhal,"uttar pradesh , uttarakhand",,1.0,2.00812794
sambhal,"uttar pradesh, bihar,  assam",,1.0,2.00812794
sambhal,"uttar pradesh, bihar, odisha, west bengal",,1.0,2.00812794
sambhal,"uttar pradesh, east rajasthan",,1.0,2.00812794
sambhal,"uttar pradesh, west bengal, bihar",,1.0,2.00812794
sangareddy,andhra pradesh,,1.0,0.005164143
sangareddy,"maharashtra, telangana",,1.0,0.005164143
sangareddy,telangana,,8.0,0.005164143
sangli,"bihar, maharashtra",,1.0,0.444899405
sangli,maharashtra,0.6903067919875687,29.0,0.444899405
sangli,"maharashtra, telangana",,1.0,0.444899405
sangli,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.444899405
sangrur,"jammu and kashmir, delhi, punjab",,1.0,2.448919322
sangrur,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,2.448919322
sangrur,"madhya pradesh, punjab, haryana, west bengal",,1.0,2.448919322
sangrur,punjab,0.25544876210493067,28.0,2.448919322
sangrur,"rajasthan, punjab, uttar pradesh",,1.0,2.448919322
sant kabir nagar,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,5.995956962
sant kabir nagar,"himachal pradesh, uttar pradesh",,1.0,5.995956962
sant kabir nagar,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,5.995956962
sant kabir nagar,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,5.995956962
sant kabir nagar,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,5.995956962
sant kabir nagar,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,5.995956962
sant kabir nagar,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,5.995956962
sant kabir nagar,"rajasthan, punjab, uttar pradesh",,1.0,5.995956962
sant kabir nagar,uttar pradesh,,18.0,5.995956962
sant kabir nagar,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,5.995956962
sant kabir nagar,"uttar pradesh, bihar,  assam",,1.0,5.995956962
sant kabir nagar,"uttar pradesh, bihar, odisha, west bengal",,1.0,5.995956962
sant kabir nagar,"uttar pradesh, east rajasthan",,1.0,5.995956962
sant kabir nagar,"uttar pradesh, west bengal, bihar",,1.0,5.995956962
santal pargan,bihar,,1.0,0.0
santhal paragana / dumka,jharkhand,0.7536824220086801,0.0,0.0
saraikela kharsawan,jharkhand,,2.0,0.0
saran,bihar,0.6962081654836509,37.0,12.38481824
saran,"bihar, jharkhand",,2.0,12.38481824
saran,"bihar, maharashtra",,1.0,12.38481824
saran,"bihar, odisha, west bengal, assam, andhra pradesh",,1.0,12.38481824
saran,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,12.38481824
saran,"bihar, west bengal",,1.0,12.38481824
saran,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,12.38481824
saran,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,12.38481824
saran,"odisha, bihar, assam, west bengal",,1.0,12.38481824
saran,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,12.38481824
saran,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,12.38481824
saran,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,12.38481824
saran,"uttar pradesh, bihar,  assam",,1.0,12.38481824
saran,"uttar pradesh, bihar, odisha, west bengal",,1.0,12.38481824
saran,"west bengal, bihar",,1.0,12.38481824
satara,"bihar, maharashtra",,1.0,0.003020396
satara,maharashtra,0.7090138316904395,48.0,0.003020396
satara,"maharashtra, telangana",,1.0,0.003020396
satara,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.003020396
satna,"andhra pradesh, madhya pradesh",,1.0,0.006627683
satna,madhya pradesh,0.802366607286866,10.0,0.006627683
satna,"madhya pradesh, punjab, haryana, west bengal",,1.0,0.006627683
satna,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,0.006627683
satna,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.006627683
sawai madhopur,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,1.488231909
sawai madhopur,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,1.488231909
sawai madhopur,"odisha, rajasthan",,1.0,1.488231909
sawai madhopur,rajasthan,,20.0,1.488231909
sawai madhopur,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,1.488231909
sawai madhopur,"rajasthan, punjab, uttar pradesh",,1.0,1.488231909
sehore,"andhra pradesh, madhya pradesh",,1.0,0.865128872
sehore,madhya pradesh,0.7448962936355669,17.0,0.865128872
sehore,"madhya pradesh,  chhattisgarh",,2.0,0.865128872
sehore,"madhya pradesh, punjab, haryana, west bengal",,1.0,0.865128872
sehore,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,0.865128872
sehore,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.865128872
senapati,manipur,,4.0,0.710207411
seoni,"andhra pradesh, madhya pradesh",,1.0,0.419742338
seoni,madhya pradesh,,16.0,0.419742338
seoni,"madhya pradesh,  chhattisgarh",,2.0,0.419742338
seoni,"madhya pradesh, punjab, haryana, west bengal",,1.0,0.419742338
seoni,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,0.419742338
seoni,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.419742338
seoni / shivani,madhya pradesh,0.8043672253599562,0.0,0.0
sepahijala,tripura,,19.0,0.0
serchhip,mizoram,,7.0,1.328475491
several other district (andhra pradesh),andhra pradesh,,1.0,0.0
shahabad (now part of bhojpur district),bihar,0.6173474355274544,0.0,0.0
shahdara,delhi,,14.0,0.1
shahdara,"jammu and kashmir, delhi, punjab",,1.0,0.1
shahdol,"andhra pradesh, madhya pradesh",,1.0,0.003847684
shahdol,madhya pradesh,0.8411368359621975,9.0,0.003847684
shahdol,"madhya pradesh, punjab, haryana, west bengal",,1.0,0.003847684
shahdol,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,0.003847684
shahdol,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.003847684
shahid bhagat singh nagar,"jammu and kashmir, delhi, punjab",,1.0,10.90580953
shahid bhagat singh nagar,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,10.90580953
shahid bhagat singh nagar,"madhya pradesh, punjab, haryana, west bengal",,1.0,10.90580953
shahid bhagat singh nagar,punjab,,18.0,10.90580953
shahid bhagat singh nagar,"rajasthan, punjab, uttar pradesh",,1.0,10.90580953
shahjahanpur,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,4.75687807
shahjahanpur,"himachal pradesh, uttar pradesh",,1.0,4.75687807
shahjahanpur,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,4.75687807
shahjahanpur,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,4.75687807
shahjahanpur,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,4.75687807
shahjahanpur,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,4.75687807
shahjahanpur,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,4.75687807
shahjahanpur,"rajasthan, punjab, uttar pradesh",,1.0,4.75687807
shahjahanpur,uttar pradesh,0.5450771124841525,22.0,4.75687807
shahjahanpur,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,4.75687807
shahjahanpur,"uttar pradesh , uttarakhand",,2.0,4.75687807
shahjahanpur,"uttar pradesh, bihar,  assam",,1.0,4.75687807
shahjahanpur,"uttar pradesh, bihar, odisha, west bengal",,1.0,4.75687807
shahjahanpur,"uttar pradesh, east rajasthan",,1.0,4.75687807
shahjahanpur,"uttar pradesh, uttarakhand",,1.0,4.75687807
shahjahanpur,"uttar pradesh, west bengal, bihar",,1.0,4.75687807
shajapur,"andhra pradesh, madhya pradesh",,1.0,0.513507353
shajapur,madhya pradesh,0.7586539677309296,8.0,0.513507353
shajapur,"madhya pradesh,  chhattisgarh",,1.0,0.513507353
shajapur,"madhya pradesh, punjab, haryana, west bengal",,1.0,0.513507353
shajapur,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,0.513507353
shajapur,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.513507353
shamli,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,1.857718186
shamli,"himachal pradesh, uttar pradesh",,1.0,1.857718186
shamli,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,1.857718186
shamli,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,1.857718186
shamli,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,1.857718186
shamli,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,1.857718186
shamli,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,1.857718186
shamli,"rajasthan, punjab, uttar pradesh",,1.0,1.857718186
shamli,uttar pradesh,,13.0,1.857718186
shamli,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,1.857718186
shamli,"uttar pradesh , uttarakhand",,1.0,1.857718186
shamli,"uttar pradesh, bihar,  assam",,1.0,1.857718186
shamli,"uttar pradesh, bihar, odisha, west bengal",,1.0,1.857718186
shamli,"uttar pradesh, east rajasthan",,1.0,1.857718186
shamli,"uttar pradesh, west bengal, bihar",,1.0,1.857718186
sheikhpura,bihar,,19.0,3.505578685
sheikhpura,"bihar, maharashtra",,1.0,3.505578685
sheikhpura,"bihar, odisha, west bengal, assam, andhra pradesh",,1.0,3.505578685
sheikhpura,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,3.505578685
sheikhpura,"bihar, west bengal",,1.0,3.505578685
sheikhpura,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,3.505578685
sheikhpura,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,3.505578685
sheikhpura,"odisha, bihar, assam, west bengal",,1.0,3.505578685
sheikhpura,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,3.505578685
sheikhpura,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,3.505578685
sheikhpura,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,3.505578685
sheikhpura,"uttar pradesh, bihar,  assam",,1.0,3.505578685
sheikhpura,"uttar pradesh, bihar, odisha, west bengal",,1.0,3.505578685
sheikhpura,"west bengal, bihar",,1.0,3.505578685
sheohar,bihar,,26.0,9.002316572
sheohar,"bihar, jharkhand",,2.0,9.002316572
sheohar,"bihar, maharashtra",,1.0,9.002316572
sheohar,"bihar, odisha, west bengal, assam, andhra pradesh",,1.0,9.002316572
sheohar,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,9.002316572
sheohar,"bihar, west bengal",,1.0,9.002316572
sheohar,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,9.002316572
sheohar,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,9.002316572
sheohar,"odisha, bihar, assam, west bengal",,1.0,9.002316572
sheohar,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,9.002316572
sheohar,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,9.002316572
sheohar,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,9.002316572
sheohar,"uttar pradesh, bihar",,1.0,9.002316572
sheohar,"uttar pradesh, bihar,  assam",,1.0,9.002316572
sheohar,"uttar pradesh, bihar, odisha, west bengal",,1.0,9.002316572
sheohar,"west bengal, bihar",,1.0,9.002316572
sheopur,"andhra pradesh, madhya pradesh",,1.0,1.231751267
sheopur,madhya pradesh,,7.0,1.231751267
sheopur,"madhya pradesh, punjab, haryana, west bengal",,1.0,1.231751267
sheopur,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,1.231751267
sheopur,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,1.231751267
shi yomi,arunachal pradesh,,16.0,0.679578763
shi yomi,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,0.679578763
shimla,himachal pradesh,0.8000704424503817,111.0,0.735818063
shimla,"himachal pradesh, uttar pradesh",,1.0,0.735818063
shimla,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,0.735818063
shimoge,karnataka,0.7664447357909936,0.0,0.0
shivamogga,karnataka,,42.0,0.0731706
shivamogga,"karnataka, kerala",,1.0,0.0731706
shivamogga,"kerala, karnataka",,1.0,0.0731706
shivpuri,"andhra pradesh, madhya pradesh",,1.0,0.160705456
shivpuri,madhya pradesh,0.7361668911628845,9.0,0.160705456
shivpuri,"madhya pradesh,  chhattisgarh",,1.0,0.160705456
shivpuri,"madhya pradesh, punjab, haryana, west bengal",,1.0,0.160705456
shivpuri,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,0.160705456
shivpuri,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.160705456
shopian,jammu & kashmir,,3.0,0.0
shopian,jammu and kashmir,,12.0,0.0
shopian,"jammu and kashmir, delhi, punjab",,1.0,0.0
shopian,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,0.0
shrawasti,uttar pradesh,,1.0,7.692700147
siaha,mizoram,,6.0,0.0
siang,arunachal pradesh,,17.0,2.019900267
siang,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,2.019900267
siang,meghalaya,,2.0,2.019900267
sibsagar,assam,0.7463065067410247,0.0,0.0
siddharthnagar,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,13.38292044
siddharthnagar,"himachal pradesh, uttar pradesh",,1.0,13.38292044
siddharthnagar,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,13.38292044
siddharthnagar,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,13.38292044
siddharthnagar,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,13.38292044
siddharthnagar,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,13.38292044
siddharthnagar,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,13.38292044
siddharthnagar,"rajasthan, punjab, uttar pradesh",,1.0,13.38292044
siddharthnagar,uttar pradesh,,19.0,13.38292044
siddharthnagar,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,13.38292044
siddharthnagar,"uttar pradesh, bihar,  assam",,1.0,13.38292044
siddharthnagar,"uttar pradesh, bihar, odisha, west bengal",,1.0,13.38292044
siddharthnagar,"uttar pradesh, east rajasthan",,1.0,13.38292044
siddharthnagar,"uttar pradesh, west bengal, bihar",,1.0,13.38292044
siddipet,andhra pradesh,,1.0,0.378098987
siddipet,"maharashtra, telangana",,1.0,0.378098987
siddipet,telangana,,3.0,0.378098987
sidhi,"andhra pradesh, madhya pradesh",,1.0,1.782043654
sidhi,madhya pradesh,0.8387613288505819,4.0,1.782043654
sidhi,"madhya pradesh, punjab, haryana, west bengal",,1.0,1.782043654
sidhi,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,1.782043654
sidhi,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,1.782043654
sikar,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,0.420855874
sikar,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,0.420855874
sikar,"odisha, rajasthan",,1.0,0.420855874
sikar,rajasthan,0.7739097053267738,16.0,0.420855874
sikar,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.420855874
sikar,"rajasthan, punjab, uttar pradesh",,1.0,0.420855874
silchar,assam,,1.0,0.0
silchar,"assam, manipur, tripura,  arunachal pradesh",,1.0,0.0
siliguri,west bengal,,2.0,0.0
simdega,jharkhand,,2.0,0.928699763
sindhudurg,"bihar, maharashtra",,1.0,0.776077496
sindhudurg,maharashtra,,51.0,0.776077496
sindhudurg,"maharashtra, telangana",,1.0,0.776077496
sindhudurg,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.776077496
singhbhum,jharkhand,0.8058545596395856,0.0,0.0
singrauli,"andhra pradesh, madhya pradesh",,1.0,0.806662133
singrauli,madhya pradesh,,6.0,0.806662133
singrauli,"madhya pradesh, punjab, haryana, west bengal",,1.0,0.806662133
singrauli,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,0.806662133
singrauli,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.806662133
sirmaur,himachal pradesh,0.7542415762949547,62.0,0.977864526
sirmaur,"himachal pradesh, uttar pradesh",,1.0,0.977864526
sirohi,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,0.252656489
sirohi,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,0.252656489
sirohi,"odisha, rajasthan",,1.0,0.252656489
sirohi,rajasthan,0.75493281547003,18.0,0.252656489
sirohi,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.252656489
sirohi,"rajasthan, punjab, uttar pradesh",,1.0,0.252656489
sirsa,haryana,,19.0,9.795019476
sirsa,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,9.795019476
sirsa,"madhya pradesh, punjab, haryana, west bengal",,1.0,9.795019476
sirsa,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,9.795019476
sitamarhi,bihar,,43.0,4.619683648
sitamarhi,"bihar, jharkhand",,3.0,4.619683648
sitamarhi,"bihar, maharashtra",,1.0,4.619683648
sitamarhi,"bihar, odisha, west bengal, assam, andhra pradesh",,1.0,4.619683648
sitamarhi,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,4.619683648
sitamarhi,"bihar, west bengal",,1.0,4.619683648
sitamarhi,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,4.619683648
sitamarhi,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,4.619683648
sitamarhi,"odisha, bihar, assam, west bengal",,1.0,4.619683648
sitamarhi,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,4.619683648
sitamarhi,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,4.619683648
sitamarhi,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,4.619683648
sitamarhi,"uttar pradesh, bihar",,1.0,4.619683648
sitamarhi,"uttar pradesh, bihar,  assam",,1.0,4.619683648
sitamarhi,"uttar pradesh, bihar, odisha, west bengal",,1.0,4.619683648
sitamarhi,"west bengal, bihar",,1.0,4.619683648
sitapur,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,3.375278206
sitapur,"himachal pradesh, uttar pradesh",,1.0,3.375278206
sitapur,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,3.375278206
sitapur,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,3.375278206
sitapur,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,3.375278206
sitapur,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,3.375278206
sitapur,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,3.375278206
sitapur,"rajasthan, punjab, uttar pradesh",,1.0,3.375278206
sitapur,uttar pradesh,0.6626947028864364,53.0,3.375278206
sitapur,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,3.375278206
sitapur,"uttar pradesh, bihar,  assam",,1.0,3.375278206
sitapur,"uttar pradesh, bihar, odisha, west bengal",,1.0,3.375278206
sitapur,"uttar pradesh, east rajasthan",,1.0,3.375278206
sitapur,"uttar pradesh, uttarakhand",,3.0,3.375278206
sitapur,"uttar pradesh, west bengal, bihar",,1.0,3.375278206
sivaganga,tamil nadu,,8.0,1.933201481
sivasagar,assam,,123.0,16.53832279
sivasagar,"assam, manipur, arunachal pradesh",,1.0,16.53832279
sivasagar,"assam, odisha, west bengal, bihar",,1.0,16.53832279
sivasagar,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,16.53832279
sivasagar,"odisha, bihar, assam, west bengal",,1.0,16.53832279
sivasagar,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,16.53832279
sivasagar,"uttar pradesh, bihar,  assam",,1.0,16.53832279
sivasagar amd sonitpur,assam,,1.0,0.0
siwan,bihar,,30.0,6.60775735
siwan,"bihar, jharkhand",,2.0,6.60775735
siwan,"bihar, maharashtra",,1.0,6.60775735
siwan,"bihar, odisha, west bengal, assam, andhra pradesh",,1.0,6.60775735
siwan,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,6.60775735
siwan,"bihar, west bengal",,1.0,6.60775735
siwan,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,6.60775735
siwan,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,6.60775735
siwan,"odisha, bihar, assam, west bengal",,1.0,6.60775735
siwan,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,6.60775735
siwan,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,6.60775735
siwan,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,6.60775735
siwan,"uttar pradesh, bihar,  assam",,1.0,6.60775735
siwan,"uttar pradesh, bihar, odisha, west bengal",,1.0,6.60775735
siwan,"west bengal, bihar",,1.0,6.60775735
solan,himachal pradesh,0.7275968823970763,65.0,0.280667145
solan,"himachal pradesh, uttar pradesh",,1.0,0.280667145
solapur,"bihar, maharashtra",,1.0,0.923051453
solapur,maharashtra,0.8269092530969198,34.0,0.923051453
solapur,"maharashtra, telangana",,1.0,0.923051453
solapur,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.923051453
some districts of punjab,punjab,,1.0,0.0
some parts,andhra pradesh,,1.0,0.0
some parts,goa,,1.0,0.0
some parts,gujarat,,1.0,0.0
some parts,haryana,,1.0,0.0
some parts,nagaland,,1.0,0.0
some parts,rajasthan,,1.0,0.0
sonbhadra,"bihar, uttar pradesh, west bengal, himachal pradesh",,1.0,0.064958232
sonbhadra,"himachal pradesh, uttar pradesh",,1.0,0.064958232
sonbhadra,"himachal pradesh, uttar pradesh, bihar,  west bengal",,1.0,0.064958232
sonbhadra,"jammu and kashmir, punjab, uttar pradesh, assam,  arunachal pradesh",,1.0,0.064958232
sonbhadra,"kerala, rajasthan, haryana, uttar pradesh, bihar",,1.0,0.064958232
sonbhadra,"odisha, bihar, uttar pradesh, madhya pradesh, rajasthan, haryana",,1.0,0.064958232
sonbhadra,"rajasthan, bihar, madhya pradesh, gujarat, maharashtra, uttar pradesh",,1.0,0.064958232
sonbhadra,"rajasthan, punjab, uttar pradesh",,1.0,0.064958232
sonbhadra,uttar pradesh,,16.0,0.064958232
sonbhadra,"uttar pradesh , assam , bihar , west bengal, kerala",,1.0,0.064958232
sonbhadra,"uttar pradesh, bihar,  assam",,1.0,0.064958232
sonbhadra,"uttar pradesh, bihar, odisha, west bengal",,1.0,0.064958232
sonbhadra,"uttar pradesh, east rajasthan",,1.0,0.064958232
sonbhadra,"uttar pradesh, west bengal, bihar",,1.0,0.064958232
sonipat,haryana,,26.0,0.905127272
